Code_Ligne,Variante,succession,stop_id,descr_fr,descr_nl,alpha_fr,alpha_nl,coord_x,coord_y,mode,numero_lig,terminus,Distance
005m,"2","26","8661",CERIA,COOVI,CERIA,COOVI,144383.60000000001,167305.50000000000,M,"5",ERASME,15672.610
005m,"2","27","8651",EDDY MERCKX,EDDY MERCKX,Eddy Merckx,Eddy Merckx,143788.50000000000,167373.50000000000,M,"5",ERASME,16292.361
005m,"2","28","8641",ERASME,ERASMUS,Erasme,Erasmus,142766.79999999999,167203.00000000000,M,"5",ERASME,17341.923
006m,"2","1","8471",ELISABETH,ELISABETH,Elisabeth,Elisabeth,147368.00000000000,172499.89999999999,M,"6",ROI BAUDOUIN,0.000
006m,"2","2","8461",RIBAUCOURT,RIBAUCOURT,Ribaucourt,Ribaucourt,147958.29999999999,172224.70000000001,M,"6",ROI BAUDOUIN,648.741
006m,"2","3","8441",YSER,IJZER,Yser,IJzer,148785.39999999999,171870.60000000001,M,"6",ROI BAUDOUIN,1549.593
006m,"2","4","8431",ROGIER,ROGIER,Rogier,Rogier,149272.20000000001,171668.79999999999,M,"6",ROI BAUDOUIN,2076.811
006m,"2","5","8421",BOTANIQUE,KRUIDTUIN,Botanique,Kruidtuin,149775.00000000000,171510.60000000001,M,"6",ROI BAUDOUIN,2607.861
006m,"2","6","8411",MADOU,MADOU,Madou,Madou,150029.70000000001,171036.39999999999,M,"6",ROI BAUDOUIN,3197.658
006m,"2","7","8401",ARTS-LOI,KUNST-WET,Arts-Loi,Kunst-Wet,149999.39999999999,170559.50000000000,M,"6",ROI BAUDOUIN,3684.853
006m,"2","8","8301",TRONE,TROON,Trône,Troon,149831.10000000001,170044.70000000001,M,"6",ROI BAUDOUIN,4226.477
006m,"2","9","8311",PORTE DE NAMUR,NAAMSEPOORT,Porte de Namur,Naamsepoort,149472.50000000000,169735.60000000001,M,"6",ROI BAUDOUIN,4706.305
006m,"2","10","8321",LOUISE,LOUIZA,Louise,Louiza,148979.70000000001,169406.39999999999,M,"6",ROI BAUDOUIN,5299.334
006m,"2","11","8331",HOTEL DES MONNAIES,MUNTHOF,Hôtel des Monnaies,Munthof,148580.60000000001,169202.00000000000,M,"6",ROI BAUDOUIN,5752.043
006m,"2","12","8341",PORTE DE HAL,HALLEPOORT,Porte de Hal,Hallepoort,148190.89999999999,169280.89999999999,M,"6",ROI BAUDOUIN,6167.278
006m,"2","13","8351",GARE DU MIDI,ZUIDSTATION,Gare du Midi,Zuidstation,147845.10000000001,169540.10000000001,M,"6",ROI BAUDOUIN,6599.932
006m,"2","14","8361",CLEMENCEAU,CLEMENCEAU,Clemenceau,Clemenceau,147355.20000000001,170046.20000000001,M,"6",ROI BAUDOUIN,7307.475
006m,"2","15","8371",DELACROIX,DELACROIX,Delacroix,Delacroix,146871.10000000001,170528.89999999999,M,"6",ROI BAUDOUIN,7997.678
006m,"2","16","8381",GARE DE L'OUEST,WESTSTATION,Gare de l'Ouest,Weststation,146671.70000000001,170958.10000000001,M,"6",ROI BAUDOUIN,8514.111
006m,"2","17","8743",BEEKKANT,BEEKKANT,Beekkant,Beekkant,146762.29999999999,171449.00000000000,M,"6",ROI BAUDOUIN,9022.713
006m,"2","18","8753",OSSEGHEM,OSSEGEM,Osseghem,Ossegem,146934.70000000001,171859.10000000001,M,"6",ROI BAUDOUIN,9468.649
006m,"2","19","8763",SIMONIS,SIMONIS,Simonis,Simonis,147331.60000000001,172585.39999999999,M,"6",ROI BAUDOUIN,10301.468
006m,"2","20","8773",BELGICA,BELGICA,Belgica,Belgica,147754.29999999999,173127.89999999999,M,"6",ROI BAUDOUIN,10989.333
006m,"2","21","8783",PANNENHUIS,PANNENHUIS,Pannenhuis,Pannenhuis,148189.60000000001,173699.60000000001,M,"6",ROI BAUDOUIN,11708.167
006m,"2","22","8793",BOCKSTAEL,BOCKSTAEL,Bockstael,Bockstael,148528.60000000001,174309.50000000000,M,"6",ROI BAUDOUIN,12433.168
006m,"2","23","8803",STUYVENBERGH,STUYVENBERGH,Stuyvenbergh,Stuyvenbergh,148161.70000000001,175025.79999999999,M,"6",ROI BAUDOUIN,13264.263
006m,"2","24","8813",HOUBA-BRUGMANN,HOUBA-BRUGMANN,Houba-Brugmann,Houba-Brugmann,147810.10000000001,175466.60000000001,M,"6",ROI BAUDOUIN,13828.120
006m,"2","25","8823",HEYSEL,HEIZEL,Heysel,Heizel,147654.20000000001,176304.00000000000,M,"6",ROI BAUDOUIN,14891.775
006m,"2","26","8834",ROI BAUDOUIN,KONING BOUDEWIJN,Roi Baudouin,Koning Boudewijn,147130.10000000001,176235.70000000001,M,"6",ROI BAUDOUIN,15446.434
003t,"2","1",9986F,CHURCHILL,CHURCHILL,Churchill,Churchill,148942.00000000000,166848.00000000000,T,"3",ESPLANADE,0.000
003t,"2","2",5219F,CHURCHILL,CHURCHILL,Churchill,Churchill,148867.00000000000,166856.00000000000,T,"3",ESPLANADE,79.197
003t,"2","3",6424F,VANDERKINDERE,VANDERKINDERE,Vanderkindere,Vanderkindere,148503.00000000000,167101.00000000000,T,"3",ESPLANADE,549.073
003t,"2","4","6209",BERKENDAEL,BERKENDAAL,Berkendael,Berkendaal,148400.00000000000,167516.00000000000,T,"3",ESPLANADE,976.653
003t,"2","5","0722",ALBERT,ALBERT,Albert,Albert,148225.00000000000,167986.00000000000,T,"3",ESPLANADE,1552.881
003t,"2","6","0723",HORTA,HORTA,Horta,Horta,148389.00000000000,168402.00000000000,T,"3",ESPLANADE,2004.810
003t,"2","7","0724",PARVIS ST-GILLES,ST-GILLISVOORPL.,Parvis Saint-Gilles,Sint-Gillisvoorplein,148397.89999999999,168835.89999999999,T,"3",ESPLANADE,2565.632
003t,"2","8","0725",PORTE DE HAL,HALLEPOORT,Porte de Hal,Hallepoort,148179.00000000000,169156.00000000000,T,"3",ESPLANADE,2970.156
003t,"2","9","0726",GARE DU MIDI,ZUIDSTATION,Gare du Midi,Zuidstation,147799.00000000000,169575.00000000000,T,"3",ESPLANADE,3554.836
003t,"2","10","0626",LEMONNIER,LEMONNIER,Lemonnier,Lemonnier,148074.00000000000,169999.00000000000,T,"3",ESPLANADE,4223.627
003t,"2","11","0616",ANNEESSENS,ANNEESSENS,Anneessens,Anneessens,148379.00000000000,170454.00000000000,T,"3",ESPLANADE,4771.979
003t,"2","12","0606",BOURSE,BEURS,Bourse,Beurs,148641.00000000000,170854.00000000000,T,"3",ESPLANADE,5250.204
003t,"2","13","0506",DE BROUCKERE,DE BROUCKERE,De Brouckère,De Brouckère,148920.00000000000,171261.00000000000,T,"3",ESPLANADE,5744.056
003t,"2","14","0516",ROGIER,ROGIER,Rogier,Rogier,149277.70000000001,171726.70000000001,T,"3",ESPLANADE,6331.844
003t,"2","15","0526",GARE DU NORD,NOORDSTATION,Gare du Nord,Noordstation,149419.00000000000,172259.00000000000,T,"3",ESPLANADE,6885.359
003t,"2","16","6177",THOMAS,THOMAS,Thomas,Thomas,149648.00000000000,172963.00000000000,T,"3",ESPLANADE,7627.073
003t,"2","17","6179",MASUI,MASUI,Masui,Masui,149579.00000000000,173173.00000000000,T,"3",ESPLANADE,7853.629
003t,"2","18",2537F,JULES DE TROOZ,JULES DE TROOZ,Jules De Trooz,Jules De Trooz,149471.00000000000,173421.00000000000,T,"3",ESPLANADE,8124.079
003t,"2","19",2200F,MABRU,MABRU,Mabru,Mabru,149602.00000000000,173837.60000000001,T,"3",ESPLANADE,8588.076
003t,"2","20",2337F,DOCKS BRUXSEL,DOCKS BRUXSEL,Docks Bruxsel,Docks Bruxsel,150177.20000000001,174357.00000000000,T,"3",ESPLANADE,9374.062
003t,"2","21",5770F,VAN PRAET,VAN PRAET,Van Praet,Van Praet,150341.00000000000,174545.00000000000,T,"3",ESPLANADE,9668.082
003t,"2","22","5771",HEEMBEEK,HEEMBEEK,Heembeek,Heembeek,150438.00000000000,175384.00000000000,T,"3",ESPLANADE,10642.652
003t,"2","23","5772",BUISSONNETS,BRAAMBOSJES,Buissonnets,Braambosjes,149971.00000000000,175688.00000000000,T,"3",ESPLANADE,11202.415
003t,"2","24","5773",ARAUCARIA,ARAUCARIA,Araucaria,Araucaria,149564.00000000000,175928.00000000000,T,"3",ESPLANADE,11681.647
003t,"2","25","5806",DE WAND,DE WAND,De Wand,De Wand,149158.00000000000,176117.00000000000,T,"3",ESPLANADE,12159.024
003t,"2","26","5776",ESPLANADE,ESPLANADE,Esplanade,Esplanade,148546.00000000000,176680.00000000000,T,"3",ESPLANADE,13088.257
004t,"2","1",4501F,STALLE (P),STALLE (P),Stalle (P),Stalle (P),146473.70000000001,164979.79999999999,T,"4",GARE DU NORD,0.000
004t,"2","2",5921G,CARREFOUR STALLE,KRUISPUNT STALLE,Carrefour Stalle,Kruispunt Stalle,146631.00000000000,165053.00000000000,T,"4",GARE DU NORD,226.145
004t,"2","3",5916F,EGIDE VAN OPHEM,EGIDE VAN OPHEM,Egide Van Ophem,Egide Van Ophem,146858.00000000000,165085.00000000000,T,"4",GARE DU NORD,458.895
004t,"2","4",5917F,WAGON,WAGEN,Wagon,Wagen,147231.00000000000,165152.00000000000,T,"4",GARE DU NORD,845.924
004t,"2","5",1985G,GLOBE,GLOBE,Globe,Globe,147803.00000000000,165581.60000000001,T,"4",GARE DU NORD,1575.400
004t,"2","6",5058F,HEROS,HELDEN,Héros,Helden,148089.79999999999,165912.00000000000,T,"4",GARE DU NORD,2052.153
004t,"2","7","5059",BOETENDAEL,BOETENDAEL,Boetendael,Boetendael,148264.60000000001,166348.00000000000,T,"4",GARE DU NORD,2521.884
004t,"2","8","5060",MESSIDOR,MESSIDOR,Messidor,Messidor,148411.60000000001,166711.10000000001,T,"4",GARE DU NORD,2913.612
004t,"2","9",6424F,VANDERKINDERE,VANDERKINDERE,Vanderkindere,Vanderkindere,148503.00000000000,167101.00000000000,T,"4",GARE DU NORD,3326.365
004t,"2","10","6209",BERKENDAEL,BERKENDAAL,Berkendael,Berkendaal,148400.00000000000,167516.00000000000,T,"4",GARE DU NORD,3753.945
004t,"2","11","0722",ALBERT,ALBERT,Albert,Albert,148225.00000000000,167986.00000000000,T,"4",GARE DU NORD,4330.173
004t,"2","12","0723",HORTA,HORTA,Horta,Horta,148389.00000000000,168402.00000000000,T,"4",GARE DU NORD,4782.102
004t,"2","13","0724",PARVIS ST-GILLES,ST-GILLISVOORPL.,Parvis Saint-Gilles,Sint-Gillisvoorplein,148397.89999999999,168835.89999999999,T,"4",GARE DU NORD,5342.924
004t,"2","14","0725",PORTE DE HAL,HALLEPOORT,Porte de Hal,Hallepoort,148179.00000000000,169156.00000000000,T,"4",GARE DU NORD,5747.447
004t,"2","15","0726",GARE DU MIDI,ZUIDSTATION,Gare du Midi,Zuidstation,147799.00000000000,169575.00000000000,T,"4",GARE DU NORD,6332.127
004t,"2","16","0626",LEMONNIER,LEMONNIER,Lemonnier,Lemonnier,148074.00000000000,169999.00000000000,T,"4",GARE DU NORD,7000.919
004t,"2","17","0616",ANNEESSENS,ANNEESSENS,Anneessens,Anneessens,148379.00000000000,170454.00000000000,T,"4",GARE DU NORD,7549.271
004t,"2","18","0606",BOURSE,BEURS,Bourse,Beurs,148641.00000000000,170854.00000000000,T,"4",GARE DU NORD,8027.496
004t,"2","19","0506",DE BROUCKERE,DE BROUCKERE,De Brouckère,De Brouckère,148920.00000000000,171261.00000000000,T,"4",GARE DU NORD,8521.347
004t,"2","20","0516",ROGIER,ROGIER,Rogier,Rogier,149277.70000000001,171726.70000000001,T,"4",GARE DU NORD,9109.136
004t,"2","21","0526",GARE DU NORD,NOORDSTATION,Gare du Nord,Noordstation,149419.00000000000,172259.00000000000,T,"4",GARE DU NORD,9662.651
007t,"2","1",9056F,HEYSEL,HEIZEL,Heysel,Heizel,147847.79999999999,176230.39999999999,T,"7",VANDERKINDERE,2.287
007t,"2","2",2636F,SAINT-LAMBERT,SINT-LAMBERTUS,Saint-Lambert,Sint-Lambertus,148403.00000000000,175613.00000000000,T,"7",VANDERKINDERE,919.233
007t,"2","3",5700G,DE WAND,DE WAND,De Wand,De Wand,149205.70000000001,176083.50000000000,T,"7",VANDERKINDERE,2017.975
007t,"2","4",5704F,ARAUCARIA,ARAUCARIA,Araucaria,Araucaria,149662.50000000000,175835.70000000001,T,"7",VANDERKINDERE,2571.029
007t,"2","5","5705",BUISSONNETS,BRAAMBOSJES,Buissonnets,Braambosjes,150008.00000000000,175660.00000000000,T,"7",VANDERKINDERE,2960.226
007t,"2","6","5706",HEEMBEEK,HEEMBEEK,Heembeek,Heembeek,150457.00000000000,175346.00000000000,T,"7",VANDERKINDERE,3514.862
007t,"2","7","5707",VAN PRAET,VAN PRAET,Van Praet,Van Praet,150320.00000000000,174580.00000000000,T,"7",VANDERKINDERE,4405.883
007t,"2","8",5758F,DOCKS BRUXSEL,DOCKS BRUXSEL,Docks Bruxsel,Docks Bruxsel,150428.00000000000,174312.00000000000,T,"7",VANDERKINDERE,4698.283
007t,"2","9",6457F,PRINC. ELISABETH,PRINS. ELISABETH,Princesse Élisabeth,Prinses Elisabeth,150659.00000000000,173625.00000000000,T,"7",VANDERKINDERE,5512.893
007t,"2","10","5303",DEMOLDER,DEMOLDER,Demolder,Demolder,150830.00000000000,173492.00000000000,T,"7",VANDERKINDERE,5729.843
007t,"2","11",5317G,HOP. PAUL BRIEN,PAUL BRIEN-ZKH.,Hôpital Paul Brien,Paul Brien-ziekenhuis,151168.00000000000,173071.00000000000,T,"7",VANDERKINDERE,6275.285
007t,"2","12",5305G,LOUIS BERTRAND,LOUIS BERTRAND,Louis Bertrand,Louis Bertrand,151150.00000000000,172786.00000000000,T,"7",VANDERKINDERE,6562.778
007t,"2","13",5306G,HELIOTROPES,HELIOTROPEN,Héliotropes,Heliotropen,151280.00000000000,172461.00000000000,T,"7",VANDERKINDERE,6924.084
007t,"2","14",5307G,CHAZAL,CHAZAL,Chazal,Chazal,151712.00000000000,172227.00000000000,T,"7",VANDERKINDERE,7417.491
007t,"2","15",5308F,LEOPOLD III,LEOPOLD III,Léopold III,Leopold III,152029.00000000000,171818.00000000000,T,"7",VANDERKINDERE,7943.005
007t,"2","16",2246F,MEISER,MEISER,Meiser,Meiser,152127.00000000000,171559.00000000000,T,"7",VANDERKINDERE,8220.167
007t,"2","17","0821",DIAMANT,DIAMANT,Diamant,Diamant,152371.50000000000,170948.29999999999,T,"7",VANDERKINDERE,8879.256
007t,"2","18","0811",GEORGES HENRI,GEORGES HENRI,Georges Henri,Georges Henri,152595.10000000001,170339.10000000001,T,"7",VANDERKINDERE,9528.253
007t,"2","19","0801",MONTGOMERY,MONTGOMERY,Montgomery,Montgomery,152707.00000000000,169635.00000000000,T,"7",VANDERKINDERE,10262.888
007t,"2","20","0901",BOILEAU,BOILEAU,Boileau,Boileau,152566.70000000001,169171.29999999999,T,"7",VANDERKINDERE,10747.370
007t,"2","21","5312",PETILLON,PETILLON,Pétillon,Pétillon,152365.00000000000,168764.00000000000,T,"7",VANDERKINDERE,11205.646
007t,"2","22","5311",ARSENAL,ARSENAAL,Arsenal,Arsenaal,152003.00000000000,168443.00000000000,T,"7",VANDERKINDERE,11691.451
007t,"2","23",5266F,VUB,VUB,VUB,VUB,151744.00000000000,168234.00000000000,T,"7",VANDERKINDERE,12024.329
007t,"2","24","5205",ETTERBEEK GARE,ETTERBEEK STATION,Etterbeek Gare,Etterbeek Station,151414.00000000000,167973.00000000000,T,"7",VANDERKINDERE,12445.108
007t,"2","25",5200F,ROFFIAEN,ROFFIAEN,Roffiaen,Roffiaen,150909.00000000000,167694.00000000000,T,"7",VANDERKINDERE,13025.306
007t,"2","26","3481",BUYL,BUYL,Buyl,Buyl,150695.00000000000,167442.60000000001,T,"7",VANDERKINDERE,13361.591
007t,"2","27","5208",CAMBRE-ETOILE,TER KAMEREN-STER,Cambre-Étoile,Ter Kameren-Ster,150532.00000000000,167326.00000000000,T,"7",VANDERKINDERE,13580.272
007t,"2","28",1049F,LEGRAND,LEGRAND,Legrand,Legrand,150163.00000000000,167231.00000000000,T,"7",VANDERKINDERE,13961.361
007t,"2","29","5210",BASCULE,BASCULE,Bascule,Bascule,149934.00000000000,167171.00000000000,T,"7",VANDERKINDERE,14198.080
007t,"2","30","5211",LONGCHAMP,LONGCHAMP,Longchamp,Longchamp,149893.00000000000,166831.00000000000,T,"7",VANDERKINDERE,14622.214
007t,"2","31","5212",GOSSART,GOSSART,Gossart,Gossart,149495.00000000000,166772.00000000000,T,"7",VANDERKINDERE,15025.024
007t,"2","32","5213",CAVELL,CAVELL,Cavell,Cavell,149153.00000000000,166790.00000000000,T,"7",VANDERKINDERE,15367.998
007t,"2","33",5220F,CHURCHILL,CHURCHILL,Churchill,Churchill,149007.00000000000,166818.00000000000,T,"7",VANDERKINDERE,15516.750
007t,"2","34",9969F,CHURCHILL,CHURCHILL,Churchill,Churchill,148936.00000000000,166838.00000000000,T,"7",VANDERKINDERE,15590.543
007t,"2","35",5219F,CHURCHILL,CHURCHILL,Churchill,Churchill,148867.00000000000,166856.00000000000,T,"7",VANDERKINDERE,15661.883
007t,"2","36",6421F,VANDERKINDERE,VANDERKINDERE,Vanderkindere,Vanderkindere,148548.00000000000,166993.00000000000,T,"7",VANDERKINDERE,16009.315
008t,"2","1",5230F,ROODEBEEK,ROODEBEEK,Roodebeek,Roodebeek,154799.29999999999,170801.20000000001,T,"8",LOUISE,0.000
008t,"2","2",5228F,WOLUWE SHOPPING,WOLUWE SHOPPING,Woluwe Shopping,Woluwe Shopping,154893.39999999999,170429.00000000000,T,"8",LOUISE,591.476
008t,"2","3",5226F,VOOT,VOOT,Voot,Voot,154726.89999999999,169901.39999999999,T,"8",LOUISE,1148.187
008t,"2","4",5224F,PARC DES SOURCES,BRONNENPARK,Parc des Sources,Bronnenpark,154659.89999999999,169603.50000000000,T,"8",LOUISE,1453.470
008t,"2","5",5281G,MUSEE DU TRAM,TRAMMUSEUM,Musée du Tram,Trammuseum,154519.89999999999,169001.79999999999,T,"8",LOUISE,2105.459
008t,"2","6",5282F,EMPAIN,EMPAIN,Empain,Empain,154423.00000000000,168175.00000000000,T,"8",LOUISE,2989.926
008t,"2","7",5283F,ROND-PT SOUVERAIN,VORSTRONDPUNT,Rond-point du Souverain,Vorstrondpunt,154221.00000000000,167643.00000000000,T,"8",LOUISE,3569.853
008t,"2","8",5284F,AUDERGHEM-SHOP.,OUDERGEM-SHOP.,Auderghem-Shopping,Oudergem-Shopping,154029.00000000000,167284.00000000000,T,"8",LOUISE,3991.977
008t,"2","9","5427",HERRMANN-DEBROUX,HERRMANN-DEBROUX,Herrmann-Debroux,Herrmann-Debroux,154149.00000000000,166802.00000000000,T,"8",LOUISE,4496.092
008t,"2","10","2014",PARC SENY,SENY-PARK,Parc Seny,Seny-park,154118.00000000000,166432.00000000000,T,"8",LOUISE,4868.984
008t,"2","11","2026",TENREUKEN,TENREUKEN,Tenreuken,Tenreuken,154061.00000000000,166046.00000000000,T,"8",LOUISE,5259.754
008t,"2","12","5430",FAUCONNERIE,VALKERIJ,Fauconnerie,Valkerij,153779.00000000000,165607.00000000000,T,"8",LOUISE,5786.832
008t,"2","13","5452",WIENER,WIENER,Wiener,Wiener,153490.00000000000,165299.00000000000,T,"8",LOUISE,6231.707
008t,"2","14","5453",DELLEUR,DELLEUR,Delleur,Delleur,153116.00000000000,165024.00000000000,T,"8",LOUISE,6704.413
008t,"2","15",5454F,BOITSFORT GARE,BOSVOORDE STATION,Boitsfort Gare,Bosvoorde Station,152707.00000000000,165013.00000000000,T,"8",LOUISE,7116.580
008t,"2","16","5455",COCCINELLES,LIEVEHEERSB.,Coccinelles,Lieveheersbeestjes,152218.00000000000,165122.00000000000,T,"8",LOUISE,7617.647
008t,"2","17","5456",HIPPOD. BOITSFORT,RENBAAN BOSVOORDE,Hippodrome de Boitsfort,Renbaan van Bosvoorde,151996.00000000000,165173.00000000000,T,"8",LOUISE,7845.464
008t,"2","18",5451F,BOONDAEL GARE,BOONDAAL STATION,Boondael Gare,Boondaal Station,151710.00000000000,165665.00000000000,T,"8",LOUISE,8445.188
008t,"2","19",5459F,BRESIL,BRAZILIE,Brésil,Brazilië,151525.00000000000,165823.00000000000,T,"8",LOUISE,8691.004
008t,"2","20",5460F,MARIE-JOSE,MARIE-JOSE,Marie-José,Marie-José,151334.00000000000,166245.00000000000,T,"8",LOUISE,9161.825
008t,"2","21",5461F,SOLBOSCH,SOLBOS,Solbosch,Solbos,151204.00000000000,166710.00000000000,T,"8",LOUISE,9648.781
008t,"2","22",5462F,ULB,ULB,ULB,ULB,151098.00000000000,167024.00000000000,T,"8",LOUISE,9985.087
008t,"2","23","5468",JEANNE,JOHANNA,Jeanne,Johanna,151044.00000000000,167229.00000000000,T,"8",LOUISE,10197.482
008t,"2","24","3481",BUYL,BUYL,Buyl,Buyl,150695.00000000000,167442.60000000001,T,"8",LOUISE,10715.348
008t,"2","25","5208",CAMBRE-ETOILE,TER KAMEREN-STER,Cambre-Étoile,Ter Kameren-Ster,150532.00000000000,167326.00000000000,T,"8",LOUISE,10934.029
008t,"2","26",1046G,LEGRAND,LEGRAND,Legrand,Legrand,150216.00000000000,167323.00000000000,T,"8",LOUISE,11310.757
008t,"2","27","5466",ABBAYE,ABDIJ,Abbaye,Abdij,150124.00000000000,167711.00000000000,T,"8",LOUISE,11710.129
008t,"2","28","5467",VLEURGAT,VLEURGAT,Vleurgat,Vleurgat,149876.29999999999,168186.50000000000,T,"8",LOUISE,12251.878
008t,"2","29","5475",BAILLI,BALJUW,Bailli,Baljuw,149620.00000000000,168578.00000000000,T,"8",LOUISE,12719.816
008t,"2","30","5469",DEFACQZ,DEFACQZ,Defacqz,Defacqz,149492.00000000000,168777.00000000000,T,"8",LOUISE,12956.422
008t,"2","31","5470",STEPHANIE,STEFANIA,Stéphanie,Stefania,149218.00000000000,169196.00000000000,T,"8",LOUISE,13457.215
008t,"2","32","6361",LOUISE,LOUIZA,Louise,Louiza,149034.00000000000,169497.00000000000,T,"8",LOUISE,13811.014
009t,"2","1",1686F,ARBRE BALLON,DIKKE BEUK,Arbre Ballon,Dikke Beuk,146074.60000000001,175843.00000000000,T,"9",SIMONIS,0.000
009t,"2","2",1684F,UZ-PEDIATRIE,UZ-PEDIATRIE,UZ-Pédiatrie,UZ-Pediatrie,145825.39999999999,175462.10000000001,T,"9",SIMONIS,536.906
009t,"2","3",1682F,UZ BRUSSEL,UZ BRUSSEL,UZ Brussel,UZ Brussel,145983.20000000001,175110.70000000001,T,"9",SIMONIS,927.447
009t,"2","4",1680F,ANCIENNE BARRIERE,OUDE AFSPANNING,Ancienne Barrière,Oude Afspanning,146348.29999999999,175000.79999999999,T,"9",SIMONIS,1319.931
009t,"2","5",1678F,EXPOSITION,TENTOONSTELLING,Exposition,Tentoonstelling,146284.50000000000,174368.39999999999,T,"9",SIMONIS,1976.746
009t,"2","6",1676F,SQ. DU CENTENAIRE,EEUWFEESTSQUARE,Square du Centenaire,Eeuwfeestsquare,146477.29999999999,173960.00000000000,T,"9",SIMONIS,2436.461
009t,"2","7",1674F,BRUXELLOIS,BRUSSELAARS,Bruxellois,Brusselaars,146761.20000000001,173690.89999999999,T,"9",SIMONIS,2835.605
009t,"2","8",1014F,MIROIR,SPIEGEL,Miroir,Spiegel,146890.50000000000,173386.60000000001,T,"9",SIMONIS,3166.244
009t,"2","9",6805F,BROUSTIN,BROUSTIN,Broustin,Broustin,147030.00000000000,173060.00000000000,T,"9",SIMONIS,3521.389
009t,"2","10",0473F,SIMONIS,SIMONIS,Simonis,Simonis,147274.00000000000,172560.00000000000,T,"9",SIMONIS,4082.204
019t,"2","1",5001F,DE WAND,DE WAND,De Wand,De Wand,149035.20000000001,176102.39999999999,T,"19",GROOT-BIJGAARDEN,0.009
019t,"2","2",2637F,SAINT-LAMBERT,SINT-LAMBERTUS,Saint-Lambert,Sint-Lambertus,148331.00000000000,175509.00000000000,T,"19",GROOT-BIJGAARDEN,1049.051
019t,"2","3",4955F,STUYVENBERGH,STUYVENBERGH,Stuyvenbergh,Stuyvenbergh,148125.00000000000,175102.00000000000,T,"19",GROOT-BIJGAARDEN,1540.353
019t,"2","4","5003",ERNEST SALU,ERNEST SALU,Ernest Salu,Ernest Salu,147821.00000000000,174876.00000000000,T,"19",GROOT-BIJGAARDEN,1919.204
019t,"2","5","5010",GUILL. DE GREEF,GUILL. DE GREEF,Guillaume De Greef,Guillaume De Greef,147661.00000000000,174648.00000000000,T,"19",GROOT-BIJGAARDEN,2211.731
019t,"2","6","2869",CIM. DE JETTE,KERKH. VAN JETTE,Cimetière de Jette,Kerkhof van Jette,147589.00000000000,174371.00000000000,T,"19",GROOT-BIJGAARDEN,2515.601
019t,"2","7",6800F,GARE DE JETTE,STATION JETTE,Gare de Jette,Station Jette,147279.00000000000,174431.00000000000,T,"19",GROOT-BIJGAARDEN,2876.986
019t,"2","8",6803F,LENOIR,LENOIR,Lenoir,Lenoir,147141.00000000000,174045.00000000000,T,"19",GROOT-BIJGAARDEN,3313.952
019t,"2","9",6804F,PLACE R. ASTRID,KONINGIN ASTRIDPL,Place Reine Astrid,Koningin Astridplein,146970.00000000000,173658.00000000000,T,"19",GROOT-BIJGAARDEN,3737.162
019t,"2","10",1014F,MIROIR,SPIEGEL,Miroir,Spiegel,146890.50000000000,173386.60000000001,T,"19",GROOT-BIJGAARDEN,4093.435
019t,"2","11",6805F,BROUSTIN,BROUSTIN,Broustin,Broustin,147030.00000000000,173060.00000000000,T,"19",GROOT-BIJGAARDEN,4448.580
019t,"2","12","0472",SIMONIS,SIMONIS,Simonis,Simonis,147203.00000000000,172574.00000000000,T,"19",GROOT-BIJGAARDEN,4973.419
019t,"2","13","5165",BESME,BESME,Besme,Besme,146878.00000000000,172613.00000000000,T,"19",GROOT-BIJGAARDEN,5345.052
019t,"2","14","5166",BOSSAERT-BASILIQ.,BOSSAERT-BASILIEK,Bossaert-Basilique,Bossaert-Basiliek,146455.70000000001,172798.89999999999,T,"19",GROOT-BIJGAARDEN,5808.087
019t,"2","15",5172F,COLLEGE S.-COEUR,H. HARTCOLLEGE,Collège Sacré-Cœur,Heilig Hartcollege,146109.00000000000,172972.00000000000,T,"19",GROOT-BIJGAARDEN,6235.348
019t,"2","16",1199F,GOFFIN,GOFFIN,Goffin,Goffin,145746.00000000000,172941.00000000000,T,"19",GROOT-BIJGAARDEN,6599.707
019t,"2","17",1236F,VALIDA,VALIDA,Valida,Valida,145382.00000000000,172877.00000000000,T,"19",GROOT-BIJGAARDEN,6975.090
019t,"2","18",1307F,SCHWEITZER,SCHWEITZER,Schweitzer,Schweitzer,144929.00000000000,172667.00000000000,T,"19",GROOT-BIJGAARDEN,7474.416
019t,"2","19",5168F,VEREMAN,VEREMAN,Vereman,Vereman,144661.00000000000,172769.00000000000,T,"19",GROOT-BIJGAARDEN,7767.639
019t,"2","20",5174F,AZUR,AZUUR,Azur,Azuur,144235.00000000000,172931.00000000000,T,"19",GROOT-BIJGAARDEN,8228.960
019t,"2","21","5170",HUNDERENVELD,HUNDERENVELD,Hunderenveld,Hunderenveld,143845.00000000000,172966.00000000000,T,"19",GROOT-BIJGAARDEN,8620.675
019t,"2","22",5169F,GROOT-BIJGAARDEN,GROOT-BIJGAARDEN,Groot-Bijgaarden,Groot-Bijgaarden,143385.50000000000,172978.70000000001,T,"19",GROOT-BIJGAARDEN,9088.714
025t,"2","1","0539",ROGIER,ROGIER,Rogier,Rogier,149283.00000000000,171745.00000000000,T,"25",BOONDAEL GARE,0.027
025t,"2","2","0536",GARE DU NORD,NOORDSTATION,Gare du Nord,Noordstation,149403.00000000000,172264.00000000000,T,"25",BOONDAEL GARE,537.938
